Año de Adjudicación,Tipo,Área Geográfica,País,ONGD,Siglas ONGD,Título,Código,Importe total subvención (€),Plurianual (Si/No),nº de anualidades,Año 1ª (o única) anualidad,Importe 1ª (o única) anualidad €,Año 2ª anualidad,Importe 2ª anualidad €,Año 3ª anualidad,Importe 3ª anualidad €,Año 4ª anualidad,Importe 4ª anualidad €
2009,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,Mejora de las condiciones de vivienda básica a través del suministro de materiales para la confección de tiendas familiares (jaimas),09-PR1-151,"277,350.00",No,1,2009,"277,350.00",,,,,,
2009,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,Mejora de los elementos básicos de menaje de cocina para la población refugiada saharaui en los campamentos de refugiados saharauis,09-PR1-154,"129,900.00",No,1,2009,"129,900.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Gambia,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"Mejora del acceso al agua potable, el saneamiento básico, y los habitos higiénicos y sanitarios de 5 aldeas de Central River Region, Gambia",09-PR1-163,"251,200.00",No,1,2009,"251,200.00",,,,,,
2009,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"Mejora de la Disponibilidad y Accesibilidad Alimentaria mediante la puesta en riego de cultivos agrícolas en la zona fluvial de Boghé,región de Brakna",09-PR1-181,"349,500.00",No,1,2009,"349,500.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Conakri,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"Mejora de la seguridad alimentaria en las sub-prefecturas de Kamabi, Sambailo y Guingan (Kundara, Guinea Conakry)",09-PR1-187,"430,000.00",No,1,2009,"430,000.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Mali,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"Proyecto para el abandono de la práctica de la MGF/Escisión en las regiones de Kayes y de Ségou, Malí",09-PR1-211,"427,000.00",No,1,2009,"427,000.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Conakri,"CULTURA, SOLIDARITAT I PAU - COMUNITAT DE SANT' EGIDIO",CSP,DREAM: Lucha contra la malnutrición en la República de Guinea Conakry,09-PR1-335,"74,500.00",No,1,2009,"74,500.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Haití,FUNDACION CUME PARA EL DESARROLLO DE CULTURAS Y PUEBLOS,CUME,Mejorado el acceso a la educación primaria en Jacmel,09-PR1-403,"367,300.00",No,1,2009,"367,300.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Nicaragua,FUNDACION DASYC,DASYC,"Mejora de la salud física y psíquica de mujeres jefas de hogar como elemento clave para el desarrollo personal, familiar y social",09-PR1-526,"77,652.00",No,1,2009,"77,652.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION ECOLOGIA Y DESARROLLO,ECOLOGIA Y DESARROLLO,Desarrollo comunitario y Seguridad Alimentaria en la parroquia Cangahua,09-PR1-535,"320,000.00",No,1,2009,"320,000.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FUNDACION ECONOMISTAS SIN FRONTERAS,ECONOMISTAS SIN FRONTERAS,"UNIVERSITARIOS POR UNA ECONOMÍA MÁS JUSTA-FASE II: Programa de Educación para el Desarrollo, dirigido a estudiantes universitarios",09-PR1-458,"178,200.00",No,1,2009,"178,200.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FUNDACION ECONOMISTAS SIN FRONTERAS,ECONOMISTAS SIN FRONTERAS,INVESTIGACIONES APLICADAS Y HERRAMIENTAS DIDÁCTICAS PARA LA MEJORA DE LAS POLÍTICAS DE COOPERACIÓN Y EDUCACIÓN AL DESARROLLO,09-PR1-459,"69,500.00",No,1,2009,"69,500.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Perú,ECOSOL,ECOSOL,PROMOCIÓN DE UNA CULTURA DE PAZ EN EL VALLE DEL CUSCO DESDE EL FORTALECIMIENTO DE LA CIUDADANÍA,09-PR1-406,"235,511.00",No,1,2009,"235,511.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,El Salvador,ASOCIACION DE EMISORAS MUNICIPALES DE ANDALUCIA,EMA-RTV,Democratización en El Salvador a través del fomento de una prensa libre,09-PR1-232,"144,565.00",No,1,2009,"144,565.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION ENTRECULTURAS - FE Y ALEGRIA,ENTRECULTURAS,"Ampliación de la cobertura y continuidad educativa en el Centro Educativo Rosario Torres, Barrio de Guachupita en República Dominicana",09-PR1-293,"50,680.00",No,1,2009,"50,680.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FUNDACION ENTRECULTURAS - FE Y ALEGRIA,ENTRECULTURAS,Programa de Formación para el Desarrollo Acércate al Sur,09-PR1-316,"91,335.00",No,1,2009,"91,335.00",,,,,,
2009,PROYECTO,ESPAÑA,España,ASOCIACION ENTREPUEBLOS,ENTREPUEBLOS,"Consumo, recursos naturales y soberanía alimentaria: una visión Sur-Norte",09-PR1-076,"76,528.00",No,1,2009,"76,528.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Cuba,ASOCIACION ENTREPUEBLOS,ENTREPUEBLOS,Fortalecimiento del proceso de municipalización de la agricultura y el autoabastecimiento municipal en dos Consejos Populares del municipio Bayamo,09-PR1-225,"264,401.00",No,1,2009,"264,401.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Nicaragua,ASOCIACION ENTREPUEBLOS,ENTREPUEBLOS,Incidencia política y social para la defensa de los Derechos Humanos de las mujeres y de su participación democrática efectiva en Matagalpa,09-PR1-226,"59,410.00",No,1,2009,"59,410.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Nicaragua,EDUCACION SIN FRONTERAS - ESPAÑA,ESF,"Acceso, premanencia y promoción a la educación inicial, primaria y secundaria de NN y A del Bo. Acahualinca",09-PR1-513,"446,362.00",No,1,2009,"446,362.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Perú,EDUCACION SIN FRONTERAS - ESPAÑA,ESF,Recursos Innovadores para el Cambio Educativo en la Región Apurímac,09-PR1-514,"306,929.00",No,1,2009,"306,929.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,República Dominicana,EDUCACION SIN FRONTERAS - ESPAÑA,ESF,Apoyo al Sistema No Convencional de Gestión Comunitaria de AEPI e Incidencia en Políticas Públicas de Calidad Educativa,09-PR1-541,"213,519.00",No,1,2009,"213,519.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Honduras,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,"Mujeres por una vida plena, saludable y sin violencia de género",09-PR1-121,"109,077.00",No,1,2009,"109,077.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Níger,FEDERACION DE ASOCIACIONES DE MEDICUS MUNDI EN ESPAÑA,FAMME,Apoyo a la formación del personal sanitario del Ministerio de Salud de Níger y de estudiantes de la Facultad de Ciencias de la Salud y/o de las Escuel,09-PR1-130,"200,000.00",No,1,2009,"200,000.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Nicaragua,FARMACEUTICOS MUNDI,FARMACEUTICOS MUNDI,"Mejora del suministro, calidad y uso apropiado de los medicamentos con enfoque de gestión complementaria de servicios de salud en el dep. Jinotega",09-PR1-075,"352,613.00",No,1,2009,"352,613.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FARMACEUTICOS MUNDI,FARMACEUTICOS MUNDI,Mejora del conocimiento e implicación del sector farmacéutico y generación de propuestas sobre la desigualdad global en el acceso a medicamentos,09-PR1-346,"90,000.00",No,1,2009,"90,000.00",,,,,,
2009,PROYECTO,SIN DETERMINAR,Sin determinar,DIRECTA FUNDACION PARA EL DESARROLLO INTEGRAL,FD,RED TRANSNACIONAL DE MUJERES PERUANAS EN PRO DE LA IGUALDAD Y EL CODESARROLLO,09-PR1-586,"78,080.00",No,1,2009,"78,080.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION INTERNACIONAL  PARA EL DESARROLLO LOCAL Y SOCIAL,FIADELSO,"MEJORA DEL ACCESO Y LA CALIDAD DEL SECTOR EDUCATIVO EN LA MUNICIPALIDAD DE TACOBAMBA, BOLIVIA, FASE II",09-PR1-349,"243,403.00",No,1,2009,"243,403.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Paraguay,FUNDACION INTERNACIONAL  PARA EL DESARROLLO LOCAL Y SOCIAL,FIADELSO,Mejorar las condiciones educativas de los alumnos/as de las escuelas agrícolas de los departamentos de Concepción y San Pedro a través de la dotación,09-PR1-352,"166,603.00",No,1,2009,"166,603.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION IBEROAMERICANA PARA EL DESARROLLO,FIDE,Fortalecimiento de las redes de mujeres salvadoreñas para el ejercicio pleno de su ciudadanía,09-PR1-408,"234,739.00",No,1,2009,"234,739.00",,,,,,
2009,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,Apoyo a la rehabilitación psicosocial de la infancia y el entorno familiar afectados por la Guerra en la Franja de Gaza,09-PR1-258,"445,000.00",No,1,2009,"445,000.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Ecuador,FARMACEUTICOS SIN FRONTERAS DE ESPAÑA,FSFE,"ESTABLECIMIENTO DE UN SISTEMA INTEGRAL DE SANEAMIENTO MEDIOAMBIENTAL EN LA PARROQUIA EL ANEGADO, CANTÓN JIPIJAPA-MANABÍ-ECUADOR",09-PR1-539,"96,000.00",No,1,2009,"96,000.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Níger,FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA,FUDEN,FORTALECIMIENTO DE LA CAPACIDAD DOCENTE DE LAS SECCIONES DE ESPECIALIDAD DE MATRONA Y ENFERMERÍA PROFESIONAL DE LA ENSP DE NIAMEY-2ª FASE,09-PR1-145,"177,787.00",No,1,2009,"177,787.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Ecuatorial,FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA,FUDEN,DESARROLLO DEL PROGRAMA DE PROFESIONALIZACIÓN DE AUXILIARES DE ENFERMERÍA EN GUINEA ECUATORIAL-2ª FASE,09-PR1-153,"449,283.00",No,1,2009,"449,283.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA,FUDEN,"Sensibilización de la población española en general y de los profesionales de la salud en particular, sobre las desigualdades socio-sanitarias y las e",09-PR1-239,"270,025.00",No,1,2009,"270,025.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Nicaragua,FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA,FUDEN,"Mejora de la salud sexual reproductiva y Reducción de la Mortalidad Materna Infantil de la Región Atlántico Norte, Jinotega, Rio San Juan y Chinandega",09-PR1-290,"260,190.00",No,1,2009,"260,190.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA,FUDEN,"Mejora de la calidad de la atención obstétrica prestada por las Comadronas Tradicionales y Profesionales de Enfermería de Baja Verapaz, Guatemala",09-PR1-294,"136,730.00",No,1,2009,"136,730.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Perú,FUNDACION ALBIHAR,FUNDACION ALBIHAR,Fortalecimiento de competitividad de cadenas productivas de haba/arveja para mejorar ingresos de familias productoras pobres de Huancavelica,09-PR1-593,"362,517.00",No,1,2009,"362,517.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FUNDACION CHANDRA,FUNDACION CHANDRA,CanalSolidario.org: Por un mayor calado en la ciudadanía de la información sobre las causas de la pobreza y de las ideas para actuar,09-PR1-569,"131,003.00",No,1,2009,"131,003.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FUNDACIÓN CULTURA DE PAZ,FUNDACIÓN CULTURA DE PAZ,"TIC y educación para el desarrollo: nuevos lenguajes, nuevos mensajes",09-PR1-102,"115,920.00",No,1,2009,"115,920.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Honduras,COMUNIDAD ETEA COMPAÑIA DE JESUS PROVINCIA BETICA,FUNDACION ETEA,Fomento de la competitividad y la mejora de la seguridad alimentaria de los productores del valle de Sensenti en el occidente de Honduras,09-PR1-278,"380,000.00",No,1,2009,"380,000.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Nicaragua,COMUNIDAD ETEA COMPAÑIA DE JESUS PROVINCIA BETICA,FUNDACION ETEA,"Reducción de inseguridad alimentaria en área rural de 5 municipios de Jinotega a través del empoderamiento económico,social y político de las mujeres",09-PR1-423,"300,000.00",No,1,2009,"300,000.00",,,,,,
2009,PROYECTO,ESPAÑA,España,COMUNIDAD ETEA COMPAÑIA DE JESUS PROVINCIA BETICA,FUNDACION ETEA,Fortalecimiento de las capacidades de la comunidad universitaria de ETEA en el ámbito del desarrollo y la cooperación,09-PR1-484,"81,576.00",No,1,2009,"81,576.00",,,,,,
2009,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FUNDACION INSTITUTO INTERNACIONAL DEL TEATRO MEDITERRANEO,FUNDACION IITM,PROGRAMA AL MUTAMID 09,09-PR1-283,"550,000.00",No,1,2009,"550,000.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,FUNDACION CANARIA PARA EL DESARROLLO SOCIAL,FUNDESCAN,Reduciendo Distancias: acceso al trabajo y apoderamiento de la Mujer en Cabo Verde,09-PR1-146,"209,000.00",No,1,2009,"209,000.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Cuba,FUNDACION CANARIA PARA EL DESARROLLO SOCIAL,FUNDESCAN,"Contribución a la seguridad alimentaria en el Consejo Popular José Martí azotado por los huracanes Gustav y Ike. San Cristóbal, Pinar del Río, Cuba",09-PR1-246,"245,000.00",No,1,2009,"245,000.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,FUNDACION CANARIA PARA EL DESARROLLO SOCIAL,FUNDESCAN,Desarrollo sostenible de la pesca artesanal y comunidades costeras de la isla de Maio. PescaMaio.,09-PR1-381,"187,650.00",No,1,2009,"187,650.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Senegal,FUNDACION CANARIA PARA EL DESARROLLO SOCIAL,FUNDESCAN,"Lucha contra la pobreza y promoción del desarrollo agrícola endógeno en la Región de Kolda, Senegal",09-PR1-481,"280,016.00",No,1,2009,"280,016.00",,,,,,
2009,PROYECTO,ASIA,Filipinas,FUNDACION DESARROLLO SOSTENIDO,FUNDESO,"Mejora de las condiciones de vida de la población indígena en Filipinas,a través del apoyo a iniciativas productivas,con enfoque en DDHH y género.",09-PR1-331,"358,500.00",No,1,2009,"358,500.00",,,,,,
2009,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION DESARROLLO SOSTENIDO,FUNDESO,"Mejora de las condiciones de vida de la población rural palestina en el Valle del Jordán, mediante el apoyo al sector agrícola.",09-PR1-393,"269,872.00",No,1,2009,"269,872.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Colombia,GLOBAL HUMANITARIA,GH,Mesa Humanitaria de mujeres afrocolombianas para la inclusión y participación en las políticas públicas y el reconoc de Derechos (Tumaco - Nariño),09-PR1-218,"170,330.00",No,1,2009,"170,330.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,El Salvador,GEOLOGOS DEL MUNDO,GM,IPGARAMSS,09-PR1-013,"317,267.00",No,1,2009,"317,267.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Guatemala,GEOLOGOS DEL MUNDO,GM,GARICLA: Gestion ambiental y de riesgos en la cuenca del lago Atitlán,09-PR1-071,"239,674.00",No,1,2009,"239,674.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Bolivia,HAURRALDE FUNDAZIOA,HAURRALDE FUNDAZIOA,"Educación en Salud,Derechos Sexuales y Reproductivos a mujeres y jóvenes para la prevención de la mortalidad materna y embarazos adolescentes en laPaz",09-PR1-508,"140,000.00",No,1,2009,"140,000.00",,,,,,
2009,PROYECTO,ESPAÑA,España,HAURRALDE FUNDAZIOA,HAURRALDE FUNDAZIOA,"Afrikazabaldu: II Escuela de Estudios Africanos, la capacidad creativa en África",09-PR1-510,"82,277.00",No,1,2009,"82,277.00",,,,,,
2009,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,ASOCIACION HEGOA INSTITUTO DE ESTUDIOS SOBRE DESARROLLO Y COOPERACIÓN INTERNACIONAL DE BILBAO,HEGOA,EMPLEO PARA LA JUVENTUD. CENTRO DE PRODUCCION Y SERVICIOS DE SMARA:FASE 2,09-PR1-016,"275,000.00",No,1,2009,"275,000.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Bissau,ASOCIACION HUMANA DE CATALUNYA,HUMANA,"Mejora del rendimiento de la agricultura familiar, seguridad alimentaria, nivel de bienestar y salud de 2000 familias de Bissora, Oio",09-PR1-519,"468,360.00",No,1,2009,"468,360.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,ASOCIACION HUMANA DE CATALUNYA,HUMANA,"Adecuación de escuelas y reciclaje de docentes para una óptima formación de nuevos maestros y maestras en Cabo Delgado, Mozambique",09-PR1-572,"244,912.00",No,1,2009,"244,912.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,Erradicación intradomiciliaria del vector transmisor de la enfermedad del Chagas en el Chaco boliviano,09-PR1-574,"440,348.00",No,1,2009,"440,348.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Guatemala,INICIATIVAS DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,ICID,"Fortalecimiento Integral de la Cooperativa de Mujeres Agua Viva (Petén, Guatemala)",09-PR1-263,"220,480.00",No,1,2009,"220,480.00",,,,,,
2009,PROYECTO,SIN DETERMINAR,Sin determinar,INICIATIVAS DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,ICID,La nueva mirada: El Enfoque basado en Derechos Humanos en la Cooperación,09-PR1-337,"337,282.00",No,1,2009,"337,282.00",,,,,,
2009,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Túnez,INICIATIVAS DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,ICID,Precariedad económica y derechos de las mujeres tunecinas,09-PR1-571,"224,296.00",No,1,2009,"224,296.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Colombia,INICIATIVAS DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,ICID,"Estrategia Integral para la Promoción y Defensa de los Derechos Humanos de las Mujeres Víctimas del Conflicto Armado en el Valle del Cauca, Fase 3",09-PR1-589,"242,759.00",No,1,2009,"242,759.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,República Democrática del Congo,ASOCIACION DE INGENIEROS PARA LA COOPERACION-LANKIDETZARAKO INJINADOREAK,IC-LI,Mejora de las condiciones humanas de la mujer mediante suministro de agua.Walungu. R. D. de Congo,09-PR1-097,"80,000.00",No,1,2009,"80,000.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,Reconocimiento y ejercicio del Derecho de los Pueblos Indígenas a articular sus propios procesos de desarrollo en 5 municipios,09-PR1-395,"142,595.00",No,1,2009,"142,595.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,Fortalecimiento del Sistema público de educación en la periferia de la ciudad de Sucre para la inclusión y acceso equitativo de niñas/os migrantes,09-PR1-451,"220,000.00",No,1,2009,"220,000.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,"Mejorada la calidad educativa integral de la población del barrio de Malhazine (Distrito nº 5 de Maputo), con especial atención a niñas y mujeres",09-PR1-557,"314,679.00",No,1,2009,"314,679.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,Fortalecida la gestión comunitaria que garantiza el acceso al agua de familias campesinas de las comunidades de los cantones Cayambe y Colta,09-PR1-584,"350,000.00",No,1,2009,"350,000.00",,,,,,
2009,PROYECTO,ESPAÑA,España,ASOCIACION INSTITUTO DE ESTUDIOS PARA LA PAZ Y LA COOPERACION (UNIVERSIDAD ABIERTA),IEPC,"cursos a distancia de educación para la paz, la coooperación y la prevención de conflictos",09-PR1-046,"67,102.00",No,1,2009,"67,102.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Perú,FUNDACIO INTERARTS PER A LA COOPERACIO CULTURAL INTERNACIONAL,INTERARTS,Fomento de empresas culturales y creativas (FOMECC) en la provincia de Huamanga (Perú).,09-PR1-398,"287,750.00",No,1,2009,"287,750.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,La educación inclusiva como herramienta para la consecución de un desarrollo humano sostenible (Fase II),09-PR1-373,"98,374.00",No,1,2009,"98,374.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,Formación para la acción voluntaria: XV edición del Programa de Voluntariado Internacional,09-PR1-485,"120,672.00",No,1,2009,"120,672.00",,,,,,
2009,PROYECTO,ASIA,Filipinas,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,"DESARROLLO SOSTENIBLE Y CUIDADO MEDIOAMBIENTAL EN COMUNIDADES RURALES, PRIORITARIAMENTE INDIGENAS, EN DAVAO (MINDANAO)",09-PR1-509,"548,592.00",No,1,2009,"548,592.00",,,,,,
2009,PROYECTO,ESPAÑA,España,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,Sistematizando metodologías exitosas para trabajar la equidad de género en Educación para el Desarrollo,09-PR1-511,"59,162.00",No,1,2009,"59,162.00",,,,,,
2009,PROYECTO,ESPAÑA,España,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,Conectando Mundos,09-PR1-209,"50,000.00",No,1,2009,"50,000.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Ecuador,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,Fortalecimiento de la Red de Mujeres Indígenas de Chimborazo para el ejercicio de sus derechos y su inclusión en el desarrollo económico local.Ecuador,09-PR1-284,"101,000.00",No,1,2009,"101,000.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Paraguay,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"Pequeños agricultores/as campesinos e indígenas de Itapúa, San Pedro y Concepción mejoran su acceso a la alimentación y a los medios de producción.",09-PR1-437,"230,000.00",No,1,2009,"230,000.00",,,,,,
2009,PROYECTO,ESPAÑA,España,INSTITUTO PROMOCION ESTUDIOS SOCIALES IPES ELKARTEA,IPES,Educar en derechos humanos. Una puerta abierta al mundo,09-PR1-067,"75,061.00",No,1,2009,"75,061.00",,,,,,
2009,PROYECTO,ESPAÑA,España,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,"Mejora del conocimiento, procedimientos, habilidades y actitudes de empresas españolas en su impacto sobre colectivos vulnerables del Sur",09-PR1-247,"80,000.00",No,1,2009,"80,000.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Ecuador,ASSOCIACIO CATALANA D'ENGINYERIE SENSE FRONTERES,ISF-CATALUÑA,Apoyo a la conservación ambiental de la ribera Napo a través del fortalecimiento comunal y la consolidación de iniciativas económicas sostenibles,09-PR1-140,"220,000.00",No,1,2009,"220,000.00",,,,,,
2009,PROYECTO,ESPAÑA,España,ITACA. ASOCIACION PARA LA DEFENSA DE LA NATURALEZA Y EL MEDIO AMBIENTE,ITACA,Empatía con la Región Andina: Sensibilidad hacia los desfavorecidos,09-PR1-001,"30,370.00",No,1,2009,"30,370.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,El Salvador,LIGA ESPAÑOLA DE LA EDUCACION Y CULTURA POPULAR,LEECP,"Participación activa juvenil a través de políticas municipales de promoción de democracia, cultura de paz y equidad en 9 municipios de El Salvador",09-PR1-055,"305,779.00",No,1,2009,"305,779.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Etiopía,FUNDACIO PRIVADA LLEIDA SOLIDARIA,LLEIDA SOLIDARIA,Dotación de un sistema de contención y canalización de agua para la población de Wukro,09-PR1-495,"900,000.00",No,1,2009,"900,000.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,ASOCIACION JUVENIL MADRESELVA,MADRESELVA ONGD,"“Mejora y promoción de la educación primaria para niños y niñas en situación de riesgo en la localidad de Chiúre, Cabo Delgado, Mozambique (fase III)",09-PR1-362,"135,543.00",No,1,2009,"135,543.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Colombia,COLLECTIU MALOKA COLOMBIA,MALOKA,Fortalecimiento del liderazgo social y político de las mujeres de organizaciones de base en los procesos de construcción de paz en Colombia,09-PR1-112,"70,000.00",No,1,2009,"70,000.00",,,,,,
2009,PROYECTO,AMÉRICA LATINA,Ecuador,ASOCIACION MANABI,MANABI,"FORMACIÓN DE PROMOTORES DE SALUD PARA FORTALECER LA PREVENCION DE LAS INFECCIONES DE TRANSMISION SEXUAL (ITS) Y VIH/SIDA, EN LA PROVINCIA DE MANABI",09-PR1-003,"60,136.00",No,1,2009,"60,136.00",,,,,,
2009,PROYECTO,ESPAÑA,España,MANOS UNIDAS COMITE CATOLICO DE LA CAMPAÑA CONTRA EL HAMBRE EN EL MUNDO,MANOS UNIDAS,PROYECTO EDUCATIVO SOBRE LOS OBJETIVOS DEL MILENIO CON COMPONENTES DE FORMACIÓN PRESENCIAL Y ON LINE,09-PR1-220,"60,000.00",No,1,2009,"60,000.00",,,,,,
2009,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,MEDICOS DEL MUNDO,MEDICOS DEL MUNDO,Fortalecimiento Sistema de Salud Pública en las Moughataas periurbanas de Nouakchott a través de la mejora de la SSR y de la atención a la infancia,09-PR1-422,"182,971.00",No,1,2009,"182,971.00",,,,,,
2009,PROYECTO,ÁFRICA SUBSAHARIANA,Níger,ASOCIACION MENSAJEROS DE LA PAZ,MENSAJEROS DE LA PAZ,Equipamiento y Asistencia Técnica para la Puesta en Marcha del Centro de Asistencia Sanitaria Materno-infantil en la Población de Koira Tégui (Níger),09-PR1-157,"212,000.00",No,1,2009,"212,000.00",,,,,,
