Año de Adjudicación,Tipo,Área Geográfica,País,ONGD,Siglas ONGD,Título,Código,Importe total,Plurianual (Si/No),nº de anualidades,Año 1ª (o única) anualidad,Importe 1ª (o única) anualidad €,Año 2ª anualidad,Importe 2ª anualidad €,Año 3ª anualidad,Importe 3ª anualidad €,Año 4ª anualidad,Importe 4ª anualidad €
2011,PROYECTO,AMÉRICA LATINA,Haití,ARQUITECTOS SIN FRONTERAS-ESPAÑA,ASFE,"APRENDIENDO A MANEJAR LOS DESECHOS. Gestión integral de residuos sólidos urbanos en Anse á Pitre, región sureste. Haití",11-PR1-0299,194012,No,1,2011,194012,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Bolivia,EDUCACIÓN SIN FRONTERAS-ESPAÑA,ESF,Educación contextualizada de los pueblos indígenas aimara y urus,11-PR1-0302,323437,No,1,2011,323437,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,FUNDACIÓN PARA LA COOPERACIÓN - APY SOLIDARIDAD EN ACCIÓN,APY,Reeducandonos en Epd: Formación en herramientas metodológicas para agentes de la Educación para el Desarrollo,11-PR1-0303,68191,No,1,2011,68191,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,Ayuda humanitaria no alimentaria para la población refugiada saharaui en Tindouf (Argelia),11-PR1-0304,500000,No,1,2011,500000,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,ONG RESCATE INTERNACIONAL,CIR,Centro de Atención a la Mujer en el Campo de Refugiados de Dara’a en Siria y Fortalecimiento de la Sociedad Civil Palestina,11-PR1-0305,170237,No,1,2011,170237,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Ecuador,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,PREPARACION PARA DESASTRES CON ENFASIS EN EL AMBITO EDUCATIVO EN LA PROVINCIA DE LOS RIOS - ECUADOR,11-PR1-0307,221660,No,1,2011,221660,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Mali,ASOCIACIÓN MOVIMIENTO CANARIO POR LA PAZ,MCAPAZ,COOPERATIVA DE MUJERES CAMPESINAS EN FABULA,11-PR1-0310,191526,No,1,2011,191526,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Níger,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,"Mejora de los ingresos de los productores y agrupaciones femeninas del sector arrocero, a través de la comercialización de sus producciones, Níger.",11-PR1-0318,232509,No,1,2011,232509,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,PROYECTO SOLIDARIO,PROYECTO SOLIDARIO,"Mejora de las condiciones socioeducativas de niñas, adolescentes y mujeres desde un enfoque de derechos.",11-PR1-0319,174246,No,1,2011,174246,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,ASOCIACIÓN MOVIMIENTO CANARIO POR LA PAZ,MCAPAZ,Cursos on - line Formadores/as en educación para el desarrollo,11-PR1-0322,12069,No,1,2011,12069,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,El Salvador,LIGA ESPAÑOLA DE LA EDUCACION Y CULTURA POPULAR,LEECP,"Fortalecidas las capacidades de TO, TD y TR para el cumplimiento de los derechos de la juventud, en Panchimalco, Santo Tomas y Mejicanos, El Salvador",11-PR1-0323,393780,No,1,2011,393780,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,INICIATIVAS DE ECONOMÍA ALTERNATIVA Y SOLIDARIA,IDEAS,CENTROS EDUCATIVOS por el Comercio Justo,11-PR1-0325,114858,No,1,2011,114858,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,ASOCIACIÓN COOPERACIÓN Y DESARROLLO CON EL NORTE DE ÁFRICA,CODENAF,"Iniciativa de ecoturismo y desarrollo rural en la provincia de Tetuán, Marruecos",11-PR1-0327,79800,No,1,2011,79800,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Egipto,FUNDACIÓN CIDEAL DE COOPERACIÓN E INVESTIGACIÓN,CIDEAL,"Acceso a derechos sociales y económicos de mujeres y jóvenes en situación de exclusión en el Gobernorado de Helwan, Egipto",11-PR1-0331,187355,No,1,2011,187355,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,FUNDACIÓN COMERCIO PARA EL DESARROLLO,COPADE,Madera Justa: Fomentar la participación activa de ciudadanos en la conservación de los bosques y mejora de calidad de vida de los paises empobrecidos,11-PR1-0332,154055,No,1,2011,154055,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,COORDINADORA ESTATAL DE ORGANIZACIONES DE COMERCIO JUSTO,COORDINADORA COMERCIO JUSTO,FORTALECIMIENTO DEL COMERCIO JUSTO EN EL ESTADO ESPAÑOL,11-PR1-0335,290000,No,1,2011,290000,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Siria,FUNDACIÓN PROMOCIÓN SOCIAL DE LA CULTURA,FPSC,"Ayuda de emergencia a los refugiados iraquíes en Siria para garantizar su acceso a la salud, la educación y al bienestar",11-PR1-0336,210000,No,1,2011,210000,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Cuba,CENTRO DE ESTUDIOS RURALES Y AGRICULTURA INTERNACIONAL,CERAI,Apoyo a los pequeños productores/as de las cooperativas CCS y CPA para la mejora de la seguridad alimentaria en los municipios de Manzanillo y Amancio,11-PR1-0338,251355,No,1,2011,251355,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Honduras,FUNDACIÓN COMERCIO PARA EL DESARROLLO,COPADE,"Fortalecimiento institucional y alimentario de 16 grupos productores integrados por 425 mujeres en La Paz, Copán y Santa Bárbara (Honduras)",11-PR1-0339,127676,No,1,2011,127676,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Cuba,FUNDACIÓN MUNDUBAT - MUNDUBAT FUNDAZIOA,MUNDUBAT,Programa Nacional de Capacitación en Género al personal vinculado a los medios de comunicación a nivel local en Cuba,11-PR1-0341,262080,No,1,2011,262080,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Sudán,ASOCIACIÓN PROYDE,PROYDE,Consolidación de la Red de Formación de Profesionales en Educación y Salud con Construcción para la Paz,11-PR1-0344,292210,No,1,2011,292210,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Honduras,ASOCIACIÓN COLABORACIÓN Y ESFUERZO DE MADRID,ACOES MADRID,Centro educativo infantil y juvenil en Los Patios Santa Ana departamento de La Paz Honduras,11-PR1-0347,48845,No,1,2011,48845,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Colombia,BRIGADAS INTERNACIONALES DE PAZ,PBI,Acompañamiento y observación internacional para la protección de defensores de derechos humanos y comunidades desplazadas en Colombia,11-PR1-0353,200000,No,1,2011,200000,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Sudán,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,AYUDA HUMANITARIA PARA DESPLAZADOS INTERNOS Y POBLACIONES DE ACOGIDA EN LOS ESTADOS DE JARTUM Y RED SEA - SUDAN,11-PR1-0354,369896,No,1,2011,369896,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,INGENIERÍA SIN FRONTERAS - ASOCIACIÓN PARA EL DESARROLLO,ISF,Promoviendo la realización del Derecho Humano al Agua. España,11-PR1-0357,125000,No,1,2011,125000,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACIÓN CIDEAL DE COOPERACIÓN E INVESTIGACIÓN,CIDEAL,"Educación Básica de calidad para niños, niñas y adolescentes en 5 bateyes (asentamientos)de la Provincia de San Pedro de Macorís, República Dominicana",11-PR1-0359,259980,No,1,2011,259980,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Egipto,FUNDACIÓN CIDEAL DE COOPERACIÓN E INVESTIGACIÓN,CIDEAL,Promoción de derechos y ejercicio de la ciudadanía para colectivos de mujeres en situación de vulnerabilidad en la región de El Marg – El Cairo,11-PR1-0362,233530,No,1,2011,233530,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Sudán,FUNDACIÓN MADRESELVA,MADRESELVA ONGD,"Mejora del acceso a la educación de la población infantil más desfavorecida de Tonj,Sudán, mediante la ampliación del BakhitaEducationalCentre,Fase II",11-PR1-0363,196324,No,1,2011,196324,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Gambia,NUTRICIÓN SIN FRONTERAS,NUTRICION SIN FRONTERAS,"FORMACIÓN EN SEGURIDAD ALIMENTARIA Y NUTRICIÓN MATERNO-INFANTIL A LOS TITULARES, GARANTES Y RESPONSABLES DEL DERECHO A LA ALIMENTACIÓN EN URR (GAMBIA)",11-PR1-0365,276626,No,1,2011,276626,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Colombia,RESTAURADORES SIN FRONTERAS,A RSF,"Fortalecimiento del tejido social a partir de la puesta en valor del Patrimonio Cultural, para mitigar las secuelas causadas por el conflicto armado",11-PR1-0366,161330,No,1,2011,161330,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Mali,ASSOCIACIO COOPERACCIO,COOPERACCIO,"Contribución al ejercicio de los Derechos Sexuales y Reproductivos de las Mujeres de Kayes, República de Mali",11-PR1-0367,316904,No,1,2011,316904,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Honduras,FUNDACIÓN ALBOAN,ALBOAN,"Avanzando en la construcción de una cultura democrática, equitativa y participativa en el nor-occidente de Honduras",11-PR1-0370,265000,No,1,2011,265000,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Haití,FUNDACIÓN DESARROLLO SOSTENIDO,FUNDESO,"Acceso a los derechos básicos de vivienda, agua potable e infraestructuras sanitarias básicas en Thomazeau, Haití.",11-PR1-0375,261583,No,1,2011,261583,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACIÓN IBEROAMERICANA PARA EL DESARROLLO,FIDE,MUJERES SALVADOREÑAS EN RED EJERCIENDO SU CIUDADANÍA.,11-PR1-0381,295000,No,1,2011,295000,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,FUNDACIÓN IBEROAMERICANA PARA EL DESARROLLO,FIDE,SENSIBILIZACIÓN DE LA CIUDADANÍA SOBRE LA IMPORTANCIA DEL MICROCRÉDITO A TRAVÉS DE LOS MEDIOS DE COMUNICACIÓN Y MOVIMIENTOS SOCIALES,11-PR1-0389,76020,No,1,2011,76020,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,CENTRO DE ESTUDIOS RURALES Y AGRICULTURA INTERNACIONAL,CERAI,Refuerzo a la producción agraria del pueblo Saharaui. Fase II. Campamentos de Refugiados Saharauis de la RASD. Tindouf (Argelia).,11-PR1-0394,426000,No,1,2011,426000,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,FUNDACIÓN TRIÁNGULO,FUNDACION TRIANGULO,Red CineLGBT: Consolidada la Red Iberoamericana de Festivales de Cine LGBT como vehículo de visibilización y defensa de los DDHH de las minorías se,11-PR1-0397,100000,No,1,2011,100000,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACIÓN DESARROLLO SOSTENIDO,FUNDESO,"Fomento de la soberanía alimentaria de familias del Valle del Jordán mediante la mejora del acceso al agua y capacidades productivas, Palestina",11-PR1-0399,250000,No,1,2011,250000,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,INICIATIVAS DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO (ICID),ICID,"Comercio Justo, Turismo y Consumo Responsable: un apuesta para la economía social",11-PR1-0401,145904,No,1,2011,145904,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Nicaragua,FUNDACIÓN FABRETTO,FF,Desarrollo de las capacidades emprendedoras y de generación de ingresos de los jóvenes de Acahualinca y San Isidro de Bolas (Managua - Nicaragua),11-PR1-0402,181018,No,1,2011,181018,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Perú,FUNDACIÓN SOCIAL UNIVERSAL,FSU,"FORTALECIMIENTO DE LOS MECANISMOS DE PARTICIPACIÓN CIUDADANA PARA LA MEJORA DE LA GESTIÓN PÚBLICA MUNICIPAL DEL DEPARTAMENTO DEL CUSCO, PERÚ",11-PR1-0407,322174,No,1,2011,322174,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Guatemala,ASOCIACIÓN PAZ Y BIEN,ASOCIACION PAZ Y BIEN,Lucha contra la Desnutrición Infantil en Áreas Priorizadas del Departamento de Chiquimula: Centro de Recuperación Nutricional,11-PR1-0408,75710,No,1,2011,75710,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Guinea Conakri,"CULTURA, SOLIDARITAT I PAU - COMUNITAT DE SANT'EGIDIO",CSP,Educación y alimentación en el marco del Programa DREAM en la República de Guinea,11-PR1-0410,79100,No,1,2011,79100,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,ASAMBLEA DE COOPERACIÓN POR LA PAZ,ACPP,"Escuelas Sin Racismo, Escuelas para la Paz y el Desarrollo",11-PR1-0411,138000,No,1,2011,138000,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,CENTRO DE ESTUDIOS RURALES Y AGRICULTURA INTERNACIONAL,CERAI,"Refuerzo del ejercicio del derecho a la alimentación de 160 pequeños agricultores (60% mujeres) Fase II, Trarza (Mauritania)",11-PR1-0412,360257,No,1,2011,360257,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,El Salvador,GEÓLOGOS DEL MUNDO,GM,GESTION DEL RIESGO Y ADAPTABILIDAD AL CAMBIO CLIMATICO EN LA MICRORREGION AHUACHAPAN SUR. El SALVADOR. FASE II,11-PR1-0415,230000,No,1,2011,230000,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,MÉDICOS DEL MUNDO,MEDICOS DEL MUNDO,Fortalecimiento de la Salud Pública en las Moughataas Periurbanas de Nouakchott a Través de la Mejora APS y de la SR. II Fase,11-PR1-0417,280000,No,1,2011,280000,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Nicaragua,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"REDUCCIÓN DE RIESGOS ANTE DESASTRES POR TERREMOTOS EN BARRIOS VULNERABLES DEL DISTRITO IV, MUNICIPIO MANAGUA, NICARAGUA",11-PR1-0420,310000,No,1,2011,310000,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Honduras,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"REDUCCIÓN DE RIESGOS DE DESASTRES EN EL MUNICIPIO DE OMOA, DEPARTAMENTO CORTES",11-PR1-0424,293591,No,1,2011,293591,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,ASAMBLEA DE COOPERACIÓN POR LA PAZ,ACPP,"Mejora del acceso a la alimentación y el saneamiento de 3080 personas de Beit Hassan, Al-Nassaryia y Aqrabanyia, Valle del Jordán. Cisjordania, TOP.",11-PR1-0433,480000,No,1,2011,480000,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Honduras,FUNDACIÓN DEL VALLE,VALLE,"Fortalecido el derecho a la educación y promovido el derecho a la cultura en 3 municipios de la Mancomunidad PUCA, Norte de Lempira, Honduras",11-PR1-0439,449992,No,1,2011,449992,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,FUNDACIÓN HAZLOPOSIBLE,HAZLOPOSIBLE,"Canalsolidario.org: impulsando el poder transformador de la ciudadanía, ONG y periodistas a través de las TICs para la erradicación de la pobreza.",11-PR1-0440,138203,No,1,2011,138203,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Población Saharaui,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,Mejora de la gestión de la Ayuda Humanitaria por la Media Luna Roja Saharaui destinada a la población refugiada saharaui.,11-PR1-0447,86940,No,1,2011,86940,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Guatemala,FUNDACIÓN DEL VALLE,VALLE,Fortalecimiento de la Educación Bilingüe Intercultural de los pueblos indígenas en El Quiché,11-PR1-0449,343720,No,1,2011,343720,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,FUNDACIÓN ETEA PARA EL DESARROLLO Y LA COOPERACIÓN,FUNDACION ETEA,La Educación para el Desarrollo en el espacio universitario: una alianza entre ONGD y Universidad en el marco de Bolonia.,11-PR1-0451,150000,No,1,2011,150000,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACIÓN REAL MADRID,FUNDACION REAL MADRID,Escuelas sociodeportivas de fútbol en Santo Domingo,11-PR1-0454,82500,No,1,2011,82500,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Sudán,FUNDACIÓN AMREF FLYING DOCTORS,AMREF ESPAÑA,Outreach- Programa de extensión sanitaria especializada en zonas remotas de Sur Sudán,11-PR1-0468,559709,No,1,2011,559709,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,ASSOCIACIO DE SERVEIS ENERGETICS BASICS AUTONOMS,SEBA,"Electrificación y bombeo solar en dos comunidades rurales en el distrito de Tubas, Cisjordania",11-PR1-0474,337380,No,1,2011,337380,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,NOVA-CENTRE PER A LA INNOVACIÓ SOCIAL,NOVA CIS,Fortalecimiento de la Sociedad Civil Palestina que apuesta por la defensa de los derechos humanos y una resolución noviolenta de los conflictos,11-PR1-0483,187100,No,1,2011,187100,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,El Salvador,"ASSOCIACIÓ CATALANA D'ENGINYERIE SENSE FRONTERES",ISF CATALUÑA,MEJORA DE LA GOBERNABILIDAD DEL AGUA EN EL SALVADOR A TRAVÉS DEL FORTALECIMIENTO INSTITUCIONAL Y CIUDADANO,11-PR1-0484,270000,No,1,2011,270000,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,ASOCIACIÓN HEGOA INSTITUTO DE ESTUDIOS SOBRE DESARROLLO Y COOPERACIÓN INTERNACIONAL DE BILBAO,HEGOA,Avanzar hacia una ciudadanía global crítica construyendo sinergias junto a los movimientos feministas.,11-PR1-0486,43162,No,1,2011,43162,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,ONGD TERRA PACIFICO,TERRA PACIFICO,"RED-MIGRA, fortaleciendo a las asociaciones de inmigrantes a través de la EPD como herramienta para la lucha contra la pobreza.",11-PR1-0491,49227,No,1,2011,49227,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,"VETERMON, VETERINARIOS SIN FRONTERAS",VETERMON,Somos lo que comemos,11-PR1-0494,195283,No,1,2011,195283,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,INICIATIVAS DE ECONOMÍA ALTERNATIVA Y SOLIDARIA,IDEAS,Medios de Comunicación por el Comercio Justo: campaña fomento del Comercio Justo y Consumo Responsable como herramienta de erradicación de la pobreza,11-PR1-0497,92455,No,1,2011,92455,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,AMYCOS ORGANIZACIÓN NO GUBERNAMENTAL PARA COOPERACIÓN SOLIDARIA,AMYCOS,Divulgación de las causas de la pobreza y su relación con los Objetivos del Milenio en 4 comunidades autónomas,11-PR1-0498,43771,No,1,2011,43771,0,0,0,0,0,0
2011,PROYECTO,ASIA,Camboya,PSICÓLOGOS SIN FRONTERAS ONGD,PSF ASTURIAS,Prevención y Apoyo a víctimas de Violencia Doméstica en las Comunidades Indígenas de la Provincia de Ratanakiri,11-PR1-0501,205000,No,1,2011,205000,0,0,0,0,0,0
2011,PROYECTO,SIN DETERMINAR,Sin Determinar,CONFEDERACIÓN ESPAÑOLA DE PERSONAS CON DISCAPACIDAD FÍSICA Y ORGÁNICA,COCEMFE,"TICs, Derechos Humanos y discapacidad en red en América Latina y el Caribe",11-PR1-0506,213908,No,1,2011,213908,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FUNDACIÓN INSTITUTO INTERNACIONAL TEATRO DEL MEDITERRÁNEO,FUNDACION IITM,12º PROGRAMA AL MUTAMID,11-PR1-0509,250000,No,1,2011,250000,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Cuba,ASOCIACIÓN PARA LA COOPERACIÓN CON EL SUR  LAS SEGOVIAS (ACSUR),ACSUR,Desarrollo del Programa Energético Local y uso de fuentes renovables de energía en 3 Municipios de la provincia Granma,11-PR1-0512,328916,No,1,2011,328916,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Ecuador,FUNDACIÓN DE AYUDA CONTRA LA DROGADICCIÓN,FAD,Estrategias económicas sostenibles para la igualdad de oportunidades de las y los jóvenes de Esmeraldas (Ecuador),11-PR1-0515,325000,No,1,2011,325000,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,ASOCIACIÓN CENTRO DE INICIATIVAS PARA LA COOPERACIÓN (BATÁ),BATA,Contribuir al logro de la Soberania Alimentaria en la Provincia de Maputo,11-PR1-0517,499448,No,1,2011,499448,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,FUNDACIÓN ECONOMISTAS SIN FRONTERAS,ECONOMISTAS SIN FRONTERAS,UNIVERSITARI@S POR UNA ECONOMÍA MÁS JUSTA-FASE III,11-PR1-0519,208875,No,1,2011,208875,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,FUNDACIÓN CULTURA DE PAZ,FUNDACION CULTURA DE PAZ,Evaluar para el aprendizaje: la evaluación de los proyectos de ED,11-PR1-0522,67500,No,1,2011,67500,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Cuba,SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,SODEPAZ,"Solarización del municipio de Guamá. Desarrollo socio-económico, tecnológico y ambiental del municipio Guamá. Fase II",11-PR1-0528,317574,No,1,2011,317574,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Jordania,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,"Fortalecimiento de las capacidades de las OSC y de la Municip. Zarqa para la promoción de la participación ciudadana y el respeto a los DDHH, Jordania",11-PR1-0538,157080,No,1,2011,157080,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,ASSOCIACIO COOPERACCIO,COOPERACCIO,Comunidad Virtual para la Gestión del Conocimiento en Género y Desarrollo,11-PR1-0543,60000,No,1,2011,60000,0,0,0,0,0,0
2011,PROYECTO,ASIA,Timor Oriental,FUNDACIÓN JÓVENES Y DESARROLLO,JOVENES Y DESARROLLO,"Contribuir a la Seguridad Alimentaria de la población del suco de Fuiloro Timor Oriental, mediante el apoyo al sector agro-pecuario.",11-PR1-0544,356200,No,1,2011,356200,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Jordania,ONG RESCATE INTERNACIONAL,CIR,Fortalecimiento de las organizaciones de la sociedad civil y la participación pública en Jordania,11-PR1-0545,214966,No,1,2011,214966,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,PROSALUS,PROSALUS,Comprendiendo el derecho humano a la salud: la importancia de los determinantes sociales de la salud,11-PR1-0550,225000,No,1,2011,225000,0,0,0,0,0,0
2011,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,O DAM,ODAM ONGD,Capacitación y mejora de las condiciones de venta de las vendedeiras de la Isla de Santiago,11-PR1-0551,153409,No,1,2011,153409,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Haití,ASOCIACIÓN NAVARRA NUEVO FUTURO,ANNF,Mejora de la situación de protección y ayuda al menor y a sus familiares en situación de calle tras el terremoto en la República de Haití,11-PR1-0555,298063,No,1,2011,298063,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Nicaragua,FUNDACIÓN ECOLOGÍA Y DESARROLLO,ECOLOGIA Y DESARROLLO,Fortalecimiento de los procesos de gestión comunitaria de agua en Nicaragua,11-PR1-0559,325000,No,1,2011,325000,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,ASSOCIACIÓ CATALANA PER LA PAU,ACP,Fortalecimiento de la economia y las organizaciones campesinas mediante el fomento de sistemas de producción sostenibles en los territorios palestinos,11-PR1-0560,201400,No,1,2011,201400,0,0,0,0,0,0
2011,PROYECTO,ESPAÑA,España,SOLIDARIOS PARA EL DESARROLLO,SOLIDARIOS,Fomento de medios de comunicación responsables en educación para el desarrollo,11-PR1-0566,133873,No,1,2011,133873,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Paraguay,PROYECTO LOCAL,PROYECTO LOCAL,Ikatu. Creación y mejora de micronegocios y fortalecimiento del tejido social de mujeres de escasos recursos y en riesgo de exclusión social,11-PR1-0580,298364,No,1,2011,298364,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Colombia,GLOBAL HUMANITARIA,GH,AFRO PARA AFRO:CONSOLIDACION DEL PROCESO DE EMPODERAMIENTO DE LA MESA MUNICIPAL DE MUJERES DE TUMACO.NARIÑO-COLOMBIA.,11-PR1-0583,198960,No,1,2011,198960,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Bolivia,PROSALUS,PROSALUS,"Mejora de la Seguridad Alimentaria Nutricional desde un enfoque de Soberanía y promoviendo la equidad de género (Presto, Chuquisaca)",11-PR1-0586,202871,No,1,2011,202871,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,El Salvador,INSTITUTO SINDICAL DE COOPERACIÓN AL DESARROLLO (ISCOD),ISCOD,Fortalecimiento del Movimiento Campesino para la defensa de sus derechos sobre la tierra.,11-PR1-0587,345000,No,1,2011,345000,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Perú,FUNDACIÓN TALLER DE SOLIDARIDAD,TDS,"Adaptación al Cambio Climático de las Familias Campesinas de la Cuenca Alta del Mapacho, Ocongate – Cusco, Perú",11-PR1-0588,80000,No,1,2011,80000,0,0,0,0,0,0
2011,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Mauritania,FUNDACIÓN SAVE THE CHILDREN,SAVE THE CHILDREN,Estrategias de apoyo a la formación profesional y educación no formal de l@s adolescentes y jóvenes trabajadores vulnerables mauritanos,11-PR1-0589,251754,No,1,2011,251754,0,0,0,0,0,0
2011,PROYECTO,AMÉRICA LATINA,Ecuador,INSTITUTO SINDICAL DE COOPERACIÓN AL DESARROLLO (ISCOD),ISCOD,Formación para el Empleo en Ecuador (Acción Experimental),11-PR1-0593,394258,No,1,2011,394258,0,0,0,0,0,0
